text,label
一分钱两分货,"['NA', 'fēn', 'NA', 'NA', 'fēn', 'NA']"
一切向钱看,"['NA', 'qiè', 'NA', 'NA', 'kàn']"
一卡通,"['NA', 'kǎ', 'tōng']"
一发不可收拾,"['NA', 'fā', 'NA', 'kě', 'NA', 'NA']"
一口吃个胖子,"['NA', 'NA', 'NA', 'ge', 'pàng', 'NA']"
一号木杆,"['NA', 'hào', 'NA', 'gān']"
一吐为快,"['NA', 'tǔ', 'wéi', 'NA']"
一哄而散,"['NA', 'hòng', 'NA', 'sàn']"
一场空,"['NA', 'cháng', 'kōng']"
一夫一妻,"['NA', 'fū', 'NA', 'qī']"
一夫当关,"['NA', 'fū', 'dāng', 'NA']"
一应俱全,"['NA', 'yīng', 'jù', 'NA']"
一弹指顷,"['NA', 'tán', 'zhǐ', 'NA']"
一往无前,"['NA', 'wǎng', 'wú', 'NA']"
一扫而空,"['NA', 'sǎo', 'NA', 'kōng']"
一把好手,"['NA', 'bǎ', 'hǎo', 'NA']"
一把眼泪一把鼻涕,"['NA', 'bǎ', 'NA', 'NA', 'NA', 'bǎ', 'NA', 'NA']"
一抓一大把,"['NA', 'NA', 'NA', 'dà', 'bǎ']"
终身为父,"['NA', 'NA', 'wéi', 'fù']"
一无所有,"['NA', 'wú', 'NA', 'yǒu']"
一无所长,"['NA', 'wú', 'NA', 'cháng']"
一无是处,"['NA', 'wú', 'NA', 'chù']"
一朝被蛇咬,"['NA', 'zhāo', 'NA', 'shé', 'NA']"
一本正经,"['NA', 'NA', 'zhèng', 'jīng']"
一步一个脚印,"['NA', 'NA', 'NA', 'gè', 'jiǎo', 'NA']"
一溜烟,"['NA', 'liù', 'yān']"
一炮打响,"['NA', 'pào', 'dǎ', 'NA']"
一炮而红,"['NA', 'pào', 'NA', 'hóng']"
一点水一个泡,"['NA', 'NA', 'NA', 'NA', 'gè', 'pào']"
一盘散沙,"['NA', 'NA', 'sǎn', 'shā']"
一矢中的,"['NA', 'NA', 'zhòng', 'dì']"
一石二鸟,"['NA', 'shí', 'NA', 'niǎo']"
一笔抹煞,"['NA', 'NA', 'mǒ', 'shā']"
一网打尽,"['NA', 'NA', 'dǎ', 'jìn']"
一脉相承,"['NA', 'mài', 'xiāng', 'NA']"
一般来说,"['NA', 'bān', 'NA', 'shuō']"
一般说来,"['NA', 'bān', 'shuō', 'NA']"
一览无遗,"['NA', 'NA', 'wú', 'yí']"
一言为重,"['NA', 'NA', 'wéi', 'zhòng']"
一言难尽,"['NA', 'NA', 'nán', 'jìn']"
一语不发,"['NA', 'yǔ', 'NA', 'fā']"
一语破的,"['NA', 'yǔ', 'NA', 'dì']"
一蹴而得,"['NA', 'cù', 'NA', 'dé']"
一通百通,"['NA', 'tōng', 'NA', 'tōng']"
不知从何说起,"['NA', 'NA', 'cóng', 'NA', 'shuō', 'NA']"
一针见血,"['NA', 'NA', 'jiàn', 'xiě']"
一饮而尽,"['NA', 'yǐn', 'NA', 'jìn']"
丁丁,"['dīng', 'dīng']"
丁丁炒面,"['dīng', 'dīng', 'NA', 'NA']"
丁字尺,"['dīng', 'NA', 'chǐ']"
丁字镐,"['dīng', 'NA', 'gǎo']"
丁宁,"['dīng', 'níng']"
丁宠家庭,"['dīng', 'NA', 'jiā', 'NA']"
丁肇中,"['dīng', 'NA', 'zhōng']"
丁零当啷,"['dīng', 'NA', 'dāng', 'NA']"
七七,"['qī', 'qī']"
七七事变,"['qī', 'qī', 'NA', 'NA']"
七分之一,"['qī', 'fēn', 'NA', 'NA']"
七十七国集团,"['qī', 'NA', 'qī', 'NA', 'NA', 'NA']"
七台河,"['qī', 'tái', 'NA']"
七叶树,"['qī', 'yè', 'NA']"
七号电池,"['qī', 'hào', 'NA', 'NA']"
七和弦,"['qī', 'hé', 'NA']"
七嘴八张,"['qī', 'NA', 'bā', 'NA']"
七嘴八舌,"['qī', 'NA', 'bā', 'NA']"
七夕节,"['qī', 'NA', 'jié']"
七大工业国集团,"['qī', 'dà', 'NA', 'NA', 'NA', 'NA', 'NA']"
七堵区,"['qī', 'NA', 'qū']"
七带石斑鱼,"['qī', 'NA', 'shí', 'NA', 'NA']"
七扭八歪,"['qī', 'NA', 'bā', 'NA']"
七拼八凑,"['qī', 'NA', 'bā', 'NA']"
七星区,"['qī', 'NA', 'qū']"
七爷八爷,"['qī', 'NA', 'bā', 'NA']"
七窍生烟,"['qī', 'NA', 'NA', 'yān']"
七老八十,"['qī', 'NA', 'bā', 'NA']"
七角形,"['qī', 'jiǎo', 'NA']"
七边形,"['qī', 'biān', 'NA']"
七里河,"['qī', 'lǐ', 'NA']"
七里香,"['qī', 'lǐ', 'NA']"
七零八碎,"['qī', 'NA', 'bā', 'NA']"
七魄,"['qī', 'pò']"
万万,"['wàn', 'wàn']"
万丈高楼平地起,"['wàn', 'NA', 'NA', 'NA', 'NA', 'dì', 'NA']"
万事亨通,"['wàn', 'NA', 'NA', 'tōng']"
万事俱备,"['wàn', 'NA', 'jù', 'NA']"
万事大吉,"['wàn', 'NA', 'dà', 'NA']"
万事得,"['wàn', 'NA', 'dé']"
万事通,"['wàn', 'NA', 'tōng']"
万俟,"['mò', 'qí']"
万儿八千,"['wàn', 'NA', 'bā', 'NA']"
万分,"['wàn', 'fēn']"
万分痛苦,"['wàn', 'fēn', 'NA', 'NA']"
万华,"['wàn', 'huá']"
万博省,"['wàn', 'NA', 'shěng']"
万县市,"['wàn', 'NA', 'shì']"
万变不离其宗,"['wàn', 'NA', 'NA', 'NA', 'qí', 'NA']"
万古长新,"['wàn', 'NA', 'cháng', 'NA']"
万古长青,"['wàn', 'NA', 'cháng', 'NA']"
万国博览会,"['wàn', 'NA', 'NA', 'NA', 'huì']"
万国邮政联盟,"['wàn', 'NA', 'NA', 'NA', 'NA', 'méng']"
万圣节,"['wàn', 'NA', 'jié']"
万圣节前夕,"['wàn', 'NA', 'jié', 'NA', 'NA']"
万宁,"['wàn', 'níng']"
万寿无疆,"['wàn', 'NA', 'wú', 'NA']"
万山特区,"['wàn', 'NA', 'NA', 'qū']"
万州区,"['wàn', 'NA', 'qū']"
万应灵丹,"['wàn', 'yìng', 'NA', 'NA']"
万念俱灰,"['wàn', 'NA', 'jù', 'NA']"
万恶,"['wàn', 'è']"
万恶之源,"['wàn', 'è', 'NA', 'NA']"
万恶滔天,"['wàn', 'è', 'NA', 'NA']"
万户侯,"['wàn', 'NA', 'hóu']"
万无一失,"['wàn', 'wú', 'NA', 'NA']"
万智牌,"['wàn', 'zhì', 'NA']"
万有,"['wàn', 'yǒu']"
万有引力,"['wàn', 'yǒu', 'NA', 'NA']"
万柏林,"['wàn', 'bó', 'NA']"
万源市,"['wàn', 'NA', 'shì']"
万灵节,"['wàn', 'NA', 'jié']"
万盛,"['wàn', 'shèng']"
万福玛丽亚,"['wàn', 'NA', 'NA', 'lì', 'NA']"
万秀区,"['wàn', 'NA', 'qū']"
万籁俱寂,"['wàn', 'NA', 'jù', 'NA']"
万籁无声,"['wàn', 'NA', 'wú', 'NA']"
万紫千红,"['wàn', 'NA', 'NA', 'hóng']"
万般,"['wàn', 'bān']"
万贯家财,"['wàn', 'NA', 'jiā', 'NA']"
万载,"['wàn', 'zài']"
万载县,"['wàn', 'zài', 'NA']"
万那杜,"['wàn', 'nà', 'NA']"
万里,"['wàn', 'lǐ']"
万里乡,"['wàn', 'lǐ', 'NA']"
万里江山,"['wàn', 'lǐ', 'NA', 'NA']"
万隆,"['wàn', 'lóng']"
万难,"['wàn', 'nán']"
万马奔腾,"['wàn', 'NA', 'bēn', 'NA']"
万马齐喑,"['wàn', 'NA', 'qí', 'NA']"
万齐融,"['wàn', 'qí', 'NA']"
三七仔,"['NA', 'qī', 'zǐ']"
三七开定论,"['NA', 'qī', 'NA', 'NA', 'lùn']"
三个女人一个墟,"['NA', 'gè', 'NA', 'NA', 'NA', 'gè', 'NA']"
三个臭皮匠,"['NA', 'gè', 'chòu', 'NA', 'NA']"
三个臭皮匠,"['NA', 'gè', 'chòu', 'NA', 'NA']"
三个臭皮匠,"['NA', 'gè', 'chòu', 'NA', 'NA']"
三个臭皮匠,"['NA', 'gè', 'chòu', 'NA', 'NA']"
赛过诸葛亮,"['NA', 'guò', 'NA', 'gě', 'NA']"
三个臭皮匠,"['NA', 'gè', 'chòu', 'NA', 'NA']"
顶个诸葛亮,"['NA', 'gè', 'NA', 'gě', 'NA']"
三中全会,"['NA', 'zhōng', 'NA', 'huì']"
三亲六故,"['NA', 'qīn', 'liù', 'NA']"
三分熟,"['NA', 'fēn', 'shú']"
三分钟热度,"['NA', 'fēn', 'NA', 'NA', 'dù']"
三十八度线,"['NA', 'NA', 'bā', 'dù', 'NA']"
走为上策,"['NA', 'wéi', 'shàng', 'NA']"
三叉神经,"['NA', 'chā', 'NA', 'jīng']"
三句话不离本行,"['NA', 'jù', 'NA', 'NA', 'NA', 'NA', 'háng']"
三号木杆,"['NA', 'hào', 'NA', 'gān']"
三合会,"['NA', 'hé', 'huì']"
上房揭瓦,"['shàng', 'NA', 'NA', 'wǎ']"
三岛由纪夫,"['NA', 'NA', 'NA', 'jì', 'fū']"
三思而后行,"['NA', 'sī', 'NA', 'NA', 'xíng']"
三思而行,"['NA', 'sī', 'NA', 'xíng']"
三拗汤,"['NA', 'ào', 'tāng']"
三瓦两舍,"['NA', 'wǎ', 'NA', 'shè']"
三百六十行,"['NA', 'NA', 'liù', 'NA', 'háng']"
三等分角,"['NA', 'NA', 'fēn', 'jiǎo']"
三维空间,"['NA', 'NA', 'kōng', 'jiān']"
三脚猫,"['NA', 'jiǎo', 'māo']"
三自教会,"['NA', 'NA', 'jiào', 'huì']"
三自爱国教会,"['NA', 'NA', 'NA', 'NA', 'jiào', 'huì']"
三色猫,"['NA', 'sè', 'māo']"
三色紫罗兰,"['NA', 'sè', 'NA', 'luó', 'NA']"
三角函数,"['NA', 'jiǎo', 'NA', 'shù']"
三角关系,"['NA', 'jiǎo', 'NA', 'xì']"
三角柱体,"['NA', 'jiǎo', 'NA', 'tǐ']"
三角测量法,"['NA', 'jiǎo', 'NA', 'liáng', 'NA']"
三角裤衩,"['NA', 'jiǎo', 'NA', 'chǎ']"
三轮车夫,"['NA', 'NA', 'chē', 'fū']"
三里屯,"['NA', 'lǐ', 'tún']"
三重市,"['NA', 'chóng', 'shì']"
三魂七魄,"['NA', 'NA', 'qī', 'pò']"
上一个,"['shàng', 'NA', 'ge']"
上一号,"['shàng', 'NA', 'hào']"
上万,"['shàng', 'wàn']"
上上之策,"['shàng', 'shàng', 'NA', 'NA']"
上下其手,"['shàng', 'NA', 'qí', 'NA']"
上下文菜单,"['shàng', 'NA', 'NA', 'NA', 'dān']"
上下班时间,"['shàng', 'NA', 'NA', 'NA', 'jiān']"
上个,"['shàng', 'ge']"
上个月,"['shàng', 'gè', 'NA']"
上乘,"['shàng', 'chéng']"
上任,"['shàng', 'rèn']"
上传,"['shàng', 'chuán']"
上供,"['shàng', 'gòng']"
上半叶,"['shàng', 'NA', 'yè']"
上半部分,"['shàng', 'NA', 'NA', 'fèn']"
上古汉语,"['shàng', 'NA', 'NA', 'yǔ']"
上台,"['shàng', 'tái']"
上合,"['shàng', 'hé']"
上合组织,"['shàng', 'hé', 'NA', 'NA']"
上吐下泻,"['shàng', 'tù', 'NA', 'NA']"
上场,"['shàng', 'chǎng']"
上城区,"['shàng', 'NA', 'qū']"
上天入地,"['shàng', 'NA', 'NA', 'dì']"
上天无路,"['shàng', 'NA', 'wú', 'NA']"
入地无门,"['NA', 'dì', 'wú', 'NA']"
上头,"['shàng', 'tou']"
上好,"['shàng', 'hǎo']"
上家,"['shàng', 'jiā']"
上将,"['shàng', 'jiàng']"
上将军,"['shàng', 'jiàng', 'NA']"
上尉,"['shàng', 'wèi']"
上层建筑,"['shàng', 'NA', 'NA', 'zhù']"
上岗,"['shàng', 'gǎng']"
上市,"['shàng', 'shì']"
上市公司,"['shàng', 'shì', 'NA', 'NA']"
上当,"['shàng', 'dàng']"
上思,"['shàng', 'sī']"
上思县,"['shàng', 'sī', 'NA']"
上星期,"['shàng', 'NA', 'qī']"
上有天堂,"['shàng', 'yǒu', 'NA', 'NA']"
上有政策,"['shàng', 'yǒu', 'NA', 'NA']"
上杆,"['shàng', 'gān']"
上校,"['shàng', 'xiào']"
上梁不正下梁歪,"['shàng', 'NA', 'NA', 'zhèng', 'NA', 'NA', 'NA']"
上流社会,"['shàng', 'NA', 'NA', 'huì']"
上海医科大学,"['shàng', 'NA', 'NA', 'NA', 'dà', 'NA']"
上海大剧院,"['shàng', 'NA', 'dà', 'NA', 'NA']"
上海大学,"['shàng', 'NA', 'dà', 'NA']"
上海宝钢集团公司,"['shàng', 'NA', 'NA', 'gāng', 'NA', 'NA', 'NA', 'NA']"
上海市,"['shàng', 'NA', 'shì']"
上海戏剧学院,"['shàng', 'NA', 'xì', 'NA', 'NA', 'NA']"
上海振华港口机械,"['shàng', 'NA', 'NA', 'huá', 'NA', 'NA', 'NA', 'NA']"
上海汽车工业,"['shàng', 'NA', 'NA', 'chē', 'NA', 'NA']"
上海汽车工业集团,"['shàng', 'NA', 'NA', 'chē', 'NA', 'NA', 'NA', 'NA']"
上海环球金融中心,"['shàng', 'NA', 'NA', 'NA', 'NA', 'NA', 'zhōng', 'NA']"
上海第二医科大学,"['shàng', 'NA', 'NA', 'NA', 'NA', 'NA', 'dà', 'NA']"
上海证券交易所,"['shàng', 'NA', 'NA', 'quàn', 'NA', 'NA', 'NA']"
上海音乐学院,"['shàng', 'NA', 'NA', 'yuè', 'NA', 'NA']"
上涨,"['shàng', 'zhǎng']"
上溜油,"['shàng', 'liū', 'NA']"
上班时间,"['shàng', 'NA', 'NA', 'jiān']"
上甘岭区,"['shàng', 'NA', 'NA', 'qū']"
上空,"['shàng', 'kōng']"
上箭头,"['shàng', 'NA', 'tóu']"
上箭头键,"['shàng', 'NA', 'tóu', 'NA']"
上纲上线,"['shàng', 'NA', 'shàng', 'NA']"
上缴,"['shàng', 'jiǎo']"
上色,"['shàng', 'sè']"
上艾瑟尔,"['shàng', 'ài', 'NA', 'NA']"
上虞市,"['shàng', 'NA', 'shì']"
上行,"['shàng', 'xíng']"
上行下效,"['shàng', 'xíng', 'NA', 'NA']"
上街区,"['shàng', 'NA', 'qū']"
上衣,"['shàng', 'yī']"
上调,"['shàng', 'tiáo']"
上车,"['shàng', 'chē']"
上载,"['shàng', 'zài']"
上边,"['shàng', 'bian']"
上边儿,"['shàng', 'bian', 'NA']"
上都,"['shàng', 'dū']"
上颌,"['shàng', 'hé']"
上颚正门齿,"['shàng', 'NA', 'zhèng', 'NA', 'NA']"
上饶市,"['shàng', 'NA', 'shì']"
上齿龈,"['shàng', 'NA', 'yín']"
下个星期,"['NA', 'gè', 'NA', 'qī']"
下旋削球,"['NA', 'xuán', 'xiāo', 'NA']"
下陆区,"['NA', 'lù', 'qū']"
下颌骨,"['NA', 'hé', 'gǔ']"
不了了之,"['NA', 'liǎo', 'liǎo', 'NA']"
不予理会,"['NA', 'yǔ', 'NA', 'huì']"
不予评论,"['NA', 'yǔ', 'NA', 'lùn']"
不作为,"['NA', 'zuò', 'wéi']"
不假思索,"['NA', 'jiǎ', 'sī', 'NA']"
不分伯仲,"['NA', 'fēn', 'bó', 'NA']"
不分清红皂白,"['NA', 'fēn', 'NA', 'hóng', 'NA', 'NA']"
不分胜负,"['NA', 'fēn', 'shèng', 'NA']"
不分胜败,"['NA', 'fēn', 'shèng', 'NA']"
不分青红皂白,"['NA', 'fēn', 'NA', 'hóng', 'NA', 'NA']"
不切合实际,"['NA', 'qiè', 'hé', 'NA', 'NA']"
不到长城非好汉,"['NA', 'NA', 'cháng', 'NA', 'NA', 'hǎo', 'NA']"
不加区别,"['NA', 'NA', 'qū', 'bié']"
不变价格,"['NA', 'NA', 'jià', 'gé']"
不可分割,"['NA', 'kě', 'fēn', 'NA']"
不可分离,"['NA', 'kě', 'fēn', 'NA']"
不可多得,"['NA', 'kě', 'NA', 'dé']"
不可思议,"['NA', 'kě', 'sī', 'NA']"
不可数,"['NA', 'kě', 'shǔ']"
不可数名词,"['NA', 'kě', 'shǔ', 'NA', 'NA']"
不可数集,"['NA', 'kě', 'shuò', 'NA']"
不可知论,"['NA', 'kě', 'NA', 'lùn']"
不可磨灭,"['NA', 'kě', 'mó', 'NA']"
不可缺少,"['NA', 'kě', 'NA', 'shǎo']"
不可胜言,"['NA', 'kě', 'shèng', 'NA']"
不可解,"['NA', 'kě', 'jiě']"
不可逆转,"['NA', 'kě', 'NA', 'zhuǎn']"
不合体统,"['NA', 'hé', 'tǐ', 'NA']"
不合作,"['NA', 'hé', 'zuò']"
不合适,"['NA', 'hé', 'shì']"
不咋地,"['NA', 'zǎ', 'de']"
不在其位不谋其政,"['NA', 'NA', 'qí', 'NA', 'NA', 'NA', 'qí', 'NA']"
不好意思,"['NA', 'hǎo', 'NA', 'si']"
不好说,"['NA', 'hǎo', 'shuō']"
焉得虎子,"['NA', 'dé', 'hǔ', 'NA']"
不学无术,"['NA', 'NA', 'wú', 'shù']"
不应期,"['NA', 'yìng', 'qī']"
不当得利,"['NA', 'dāng', 'dé', 'NA']"
不得了,"['NA', 'dé', 'liǎo']"
不得劲,"['NA', 'dé', 'jìn']"
不得其门而入,"['NA', 'dé', 'qí', 'NA', 'NA', 'NA']"
不得已,"['NA', 'dé', 'yǐ']"
不得要领,"['NA', 'dé', 'yào', 'NA']"
不待说,"['NA', 'dài', 'shuō']"
不拉几,"['NA', 'lā', 'jī']"
不提也罢,"['NA', 'tí', 'NA', 'bà']"
不揣冒昧,"['NA', 'chuǎi', 'mào', 'NA']"
不摸头,"['NA', 'mō', 'tóu']"
不撞南墙不回头,"['NA', 'NA', 'nán', 'NA', 'NA', 'NA', 'tóu']"
不正当,"['NA', 'zhèng', 'dàng']"
不正当竞争,"['NA', 'zhèng', 'dàng', 'NA', 'NA']"
但求无过,"['NA', 'NA', 'wú', 'guò']"
不求甚解,"['NA', 'NA', 'shèn', 'jiě']"
不由分说,"['NA', 'NA', 'fēn', 'shuō']"
不畏强暴,"['NA', 'NA', 'qiáng', 'bào']"
不登大雅之堂,"['NA', 'NA', 'dà', 'yǎ', 'NA', 'NA']"
不相上下,"['NA', 'xiāng', 'shàng', 'NA']"
不相干,"['NA', 'xiāng', 'gān']"
不着边际,"['NA', 'zhuó', 'biān', 'NA']"
不空成就佛,"['NA', 'kōng', 'NA', 'NA', 'fó']"
不等边三角形,"['NA', 'NA', 'biān', 'NA', 'jiǎo', 'NA']"
不约而同,"['NA', 'yuē', 'NA', 'tóng']"
不长一智,"['NA', 'zhǎng', 'NA', 'zhì']"
不经意间,"['NA', 'jīng', 'NA', 'jiān']"
不结盟,"['NA', 'jié', 'méng']"
不结盟运动,"['NA', 'jié', 'méng', 'NA', 'NA']"
不置可否,"['NA', 'NA', 'kě', 'fǒu']"
不育症,"['NA', 'yù', 'zhèng']"
不胜其扰,"['NA', 'shèng', 'qí', 'NA']"
不胜其烦,"['NA', 'shèng', 'qí', 'NA']"
不胜其苦,"['NA', 'shèng', 'qí', 'NA']"
不行了,"['NA', 'xíng', 'le']"
不见不散,"['NA', 'jiàn', 'NA', 'sàn']"
不见兔子不撒鹰,"['NA', 'jiàn', 'NA', 'NA', 'NA', 'sā', 'NA']"
不见得,"['NA', 'jiàn', 'de']"
不见棺材不落泪,"['NA', 'jiàn', 'NA', 'NA', 'NA', 'luò', 'NA']"
不计其数,"['NA', 'NA', 'qí', 'shù']"
不识一丁,"['NA', 'shí', 'NA', 'dīng']"
不识好歹,"['NA', 'shí', 'hǎo', 'NA']"
不调和,"['NA', 'tiáo', 'hé']"
不足为奇,"['NA', 'NA', 'wéi', 'qí']"
不足的地方,"['NA', 'NA', 'de', 'dì', 'NA']"
不适当,"['NA', 'shì', 'dàng']"
不雅观,"['NA', 'yǎ', 'guān']"
不露声色,"['NA', 'lù', 'NA', 'sè']"
与世无争,"['yǔ', 'NA', 'wú', 'NA']"
与世永别,"['yǔ', 'NA', 'NA', 'bié']"
与世长辞,"['yǔ', 'NA', 'cháng', 'NA']"
与人为善,"['yǔ', 'NA', 'wéi', 'NA']"
与人方便,"['yù', 'NA', 'NA', 'biàn']"
与众不同,"['yǔ', 'NA', 'NA', 'tóng']"
与会,"['yù', 'huì']"
与否,"['yǔ', 'fǒu']"
与全世界为敌,"['yǔ', 'NA', 'NA', 'NA', 'wéi', 'NA']"
冒天下之大不韪,"['mào', 'NA', 'NA', 'NA', 'dà', 'NA', 'NA']"
与其,"['yǔ', 'qí']"
与日俱增,"['yǔ', 'NA', 'jù', 'NA']"
与日俱辉,"['yǔ', 'NA', 'jù', 'NA']"
与日俱进,"['yǔ', 'NA', 'jù', 'NA']"
与日同辉,"['yǔ', 'NA', 'tóng', 'NA']"
与时俱进,"['yǔ', 'NA', 'jū', 'NA']"
与此同时,"['yǔ', 'NA', 'tóng', 'NA']"
与格,"['yǔ', 'gé']"
与生俱来,"['yǔ', 'NA', 'jù', 'NA']"
专业教育,"['NA', 'NA', 'jiào', 'yù']"
专家系统,"['NA', 'jiā', 'xì', 'NA']"
专家评价,"['NA', 'jiā', 'NA', 'jià']"
专家评论,"['NA', 'jiā', 'NA', 'lùn']"
且不说,"['qiě', 'NA', 'shuō']"
且末,"['qiě', 'mò']"
且末县,"['qiě', 'mò', 'NA']"
且说,"['qiě', 'shuō']"
世代相传,"['NA', 'NA', 'xiāng', 'chuán']"
世宗大王,"['NA', 'NA', 'dà', 'wáng']"
世界卫生大会,"['NA', 'NA', 'NA', 'NA', 'dà', 'huì']"
世界各地,"['NA', 'NA', 'gè', 'dì']"
世界文化遗产,"['NA', 'NA', 'NA', 'huà', 'yí', 'NA']"
世界经济,"['NA', 'NA', 'jīng', 'jì']"
世界维吾尔代表大会,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'dà', 'huì']"
世纪末,"['NA', 'jì', 'mò']"
世纪末年,"['NA', 'jì', 'mò', 'NA']"
世说新语,"['NA', 'shuō', 'NA', 'yǔ']"
世贸中心大楼,"['NA', 'NA', 'zhōng', 'NA', 'dà', 'NA']"
世贸大厦,"['NA', 'NA', 'dà', 'shà']"
业余教育,"['NA', 'NA', 'jiào', 'yù']"
丛台区,"['NA', 'tái', 'qū']"
东丽区,"['NA', 'lì', 'qū']"
东南亚联盟,"['NA', 'nán', 'NA', 'NA', 'méng']"
东南大学,"['NA', 'nán', 'dà', 'NA']"
东南西北中,"['NA', 'nán', 'NA', 'NA', 'zhōng']"
东台市,"['NA', 'tái', 'shì']"
东奔西跑,"['NA', 'bēn', 'NA', 'pǎo']"
东屯区,"['NA', 'tún', 'qū']"
东兴区,"['NA', 'xīng', 'qū']"
东兴市,"['NA', 'xīng', 'shì']"
东方阿閦佛,"['NA', 'NA', 'ā', 'NA', 'fó']"
东正教,"['NA', 'zhèng', 'jiào']"
东胜区,"['NA', 'shèng', 'qū']"
东莞市,"['NA', 'guǎn', 'shì']"
东非大地堑,"['NA', 'NA', 'dà', 'dì', 'NA']"
东非共同体,"['NA', 'NA', 'NA', 'tóng', 'tǐ']"
丢眉弄色,"['NA', 'NA', 'nòng', 'sè']"
丢魂落魄,"['NA', 'NA', 'luò', 'pò']"
两个中国,"['NA', 'gè', 'zhōng', 'NA']"
两侧对称,"['NA', 'cè', 'NA', 'chèn']"
两手空空,"['NA', 'NA', 'kōng', 'kōng']"
两极分化,"['NA', 'NA', 'fēn', 'huà']"
两虎相争,"['NA', 'hǔ', 'xiāng', 'NA']"
两虎相争,"['NA', 'hǔ', 'xiāng', 'NA']"
严格来说,"['NA', 'gé', 'NA', 'shuō']"
严重关切,"['NA', 'zhòng', 'NA', 'qiè']"
严重破坏,"['NA', 'zhòng', 'NA', 'huài']"
丧亲,"['sàng', 'qīn']"
丧假,"['sāng', 'jià']"
丧失殆尽,"['sàng', 'NA', 'NA', 'jìn']"
丧妻,"['sàng', 'qī']"
丧家之犬,"['sàng', 'jiā', 'NA', 'NA']"
丧家之狗,"['sàng', 'jiā', 'NA', 'NA']"
丧尽,"['sàng', 'jìn']"
丧尽天良,"['sàng', 'jìn', 'NA', 'NA']"
丧服,"['sāng', 'fú']"
丧父,"['sàng', 'fù']"
丧魂失魄,"['sàng', 'NA', 'NA', 'pò']"
个个,"['gè', 'gè']"
个中,"['gè', 'zhōng']"
个中人,"['gè', 'zhōng', 'NA']"
个人数字助理,"['gè', 'NA', 'shù', 'NA', 'NA', 'NA']"
个体,"['gè', 'tǐ']"
个体户,"['gè', 'tǐ', 'NA']"
个别,"['gè', 'bié']"
个头,"['gè', 'tóu']"
个头儿,"['gè', 'tóu', 'NA']"
个性化,"['gè', 'NA', 'huà']"
个把,"['gè', 'bǎ']"
个旧市,"['gè', 'NA', 'shì']"
丫头片子,"['NA', 'tou', 'piàn', 'NA']"
中世纪,"['zhōng', 'NA', 'jì']"
中乐透,"['zhòng', 'lè', 'NA']"
中位数,"['zhōng', 'NA', 'shù']"
中体西用,"['zhōng', 'tǐ', 'NA', 'NA']"
中俄伊犁条约,"['zhōng', 'NA', 'NA', 'NA', 'NA', 'yuē']"
中俄北京条约,"['zhōng', 'NA', 'NA', 'NA', 'NA', 'yuē']"
中俄尼布楚条约,"['zhōng', 'NA', 'NA', 'NA', 'NA', 'NA', 'yuē']"
中俄关系,"['zhōng', 'NA', 'NA', 'xì']"
中俄改订条约,"['zhōng', 'NA', 'NA', 'NA', 'NA', 'yuē']"
中俄边界协议,"['zhōng', 'NA', 'biān', 'NA', 'NA', 'NA']"
中信银行,"['zhōng', 'NA', 'NA', 'háng']"
中元节,"['zhōng', 'NA', 'jié']"
中北大学,"['zhōng', 'NA', 'dà', 'NA']"
中区,"['zhōng', 'qū']"
中华,"['zhōng', 'huá']"
中华字海,"['zhōng', 'huá', 'NA', 'NA']"
中华民国,"['zhōng', 'huá', 'NA', 'NA']"
中华民族,"['zhōng', 'huá', 'NA', 'NA']"
中华田园犬,"['zhōng', 'huá', 'NA', 'NA', 'NA']"
中华电视,"['zhōng', 'huá', 'NA', 'NA']"
中南,"['zhōng', 'nán']"
中南半岛,"['zhōng', 'nán', 'NA', 'NA']"
中南海,"['zhōng', 'nán', 'NA']"
中南部,"['zhōng', 'nán', 'NA']"
中卫市,"['zhōng', 'NA', 'shì']"
中压管,"['zhōng', 'yā', 'NA']"
中原区,"['zhōng', 'NA', 'qū']"
中原大学,"['zhōng', 'NA', 'dà', 'NA']"
中古汉语,"['zhōng', 'NA', 'NA', 'yǔ']"
中台,"['zhōng', 'tái']"
中叶,"['zhōng', 'yè']"
中号,"['zhōng', 'hào']"
中向性格,"['zhōng', 'NA', 'NA', 'gé']"
中和,"['zhōng', 'hé']"
中和剂,"['zhōng', 'hé', 'NA']"
中国东方航空,"['zhōng', 'NA', 'NA', 'NA', 'NA', 'kōng']"
中国中心主义,"['zhōng', 'NA', 'zhōng', 'NA', 'NA', 'NA']"
中国交通建设,"['zhōng', 'NA', 'NA', 'tōng', 'NA', 'NA']"
中国人大,"['zhōng', 'NA', 'NA', 'dà']"
中国人权民运信息中心,"['zhōng', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'zhōng', 'NA']"
中国人民大学,"['zhōng', 'NA', 'NA', 'NA', 'dà', 'NA']"
中国人民政治协商会议,"['zhōng', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'huì', 'NA']"
中国人民解放军,"['zhōng', 'NA', 'NA', 'NA', 'jiě', 'NA', 'NA']"
中国人民解放军海军,"['zhōng', 'NA', 'NA', 'NA', 'jiě', 'NA', 'NA', 'NA', 'NA']"
中国人民银行,"['zhōng', 'NA', 'NA', 'NA', 'NA', 'háng']"
