一分钱两分货<pad><pad><pad><pad>,"['NA', 'fēn', 'NA', 'NA', 'fēn', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'fēn', 'NA', 'NA', 'fēn', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
一分钱一分货<pad><pad><pad><pad>,"['NA', 'fēn', 'NA', 'NA', 'fēn', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'fēn', 'NA', 'NA', 'fēn', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
隔军事分界线<pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'fēn', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'fēn', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
六方最密堆积<pad><pad><pad><pad>,"['liù', 'NA', 'NA', 'NA', 'duī', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['liù', 'NA', 'NA', 'NA', 'duī', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
天体物理学家<pad><pad><pad><pad>,"['NA', 'tǐ', 'NA', 'NA', 'NA', 'jiā', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'tǐ', 'NA', 'NA', 'NA', 'jiā', '<pad>', '<pad>', '<pad>', '<pad>']"
体育达标测验<pad><pad><pad><pad>,"['tǐ', 'yù', 'NA', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['tǐ', 'yù', 'NA', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
档案传输协定<pad><pad><pad><pad>,"['NA', 'NA', 'chuán', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'chuán', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
空想社会主义<pad><pad><pad><pad>,"['kōng', 'NA', 'NA', 'huì', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['kōng', 'NA', 'NA', 'huì', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
打击社会财富<pad><pad><pad><pad>,"['dǎ', 'NA', 'NA', 'huì', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['dǎ', 'NA', 'NA', 'huì', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
国家社会主义<pad><pad><pad><pad>,"['NA', 'jiā', 'NA', 'huì', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'jiā', 'NA', 'huì', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
世界卫生大会<pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'NA', 'dà', 'huì', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'NA', 'dà', 'huì', '<pad>', '<pad>', '<pad>', '<pad>']"
三自爱国教会<pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'NA', 'jiào', 'huì', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'NA', 'jiào', 'huì', '<pad>', '<pad>', '<pad>', '<pad>']"
香港足球总会<pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'NA', 'NA', 'huì', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'NA', 'NA', 'huì', '<pad>', '<pad>', '<pad>', '<pad>']"
远亲不如近邻<pad><pad><pad><pad>,"['NA', 'qīn', 'NA', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'qīn', 'NA', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
八小时工作制<pad><pad><pad><pad>,"['bā', 'NA', 'NA', 'NA', 'zuò', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['bā', 'NA', 'NA', 'NA', 'zuò', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
无所不用其极<pad><pad><pad><pad>,"['wú', 'NA', 'NA', 'NA', 'qí', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['wú', 'NA', 'NA', 'NA', 'qí', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
拿得起放得下<pad><pad><pad><pad>,"['NA', 'de', 'NA', 'NA', 'de', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'de', 'NA', 'NA', 'de', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
习得性无助感<pad><pad><pad><pad>,"['NA', 'dé', 'NA', 'wú', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'dé', 'NA', 'wú', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
不得其门而入<pad><pad><pad><pad>,"['NA', 'dé', 'qí', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'dé', 'qí', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
传统中国医药<pad><pad><pad><pad>,"['chuán', 'NA', 'zhōng', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['chuán', 'NA', 'zhōng', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
中度性肺水肿<pad><pad><pad><pad>,"['zhōng', 'dù', 'NA', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'dù', 'NA', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
中央音乐学院<pad><pad><pad><pad>,"['zhōng', 'NA', 'NA', 'yuè', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'NA', 'NA', 'yuè', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
中央民族大学<pad><pad><pad><pad>,"['zhōng', 'NA', 'NA', 'NA', 'dà', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'NA', 'NA', 'NA', 'dà', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
中国西北边<unk><pad><pad><pad><pad>,"['zhōng', 'NA', 'NA', 'NA', 'biān', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'NA', 'NA', 'NA', 'biān', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
中国移动通信<pad><pad><pad><pad>,"['zhōng', 'NA', 'NA', 'NA', 'tōng', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'NA', 'NA', 'NA', 'tōng', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
中国政法大学<pad><pad><pad><pad>,"['zhōng', 'NA', 'NA', 'NA', 'dà', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'NA', 'NA', 'NA', 'dà', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
中国建设银行<pad><pad><pad><pad>,"['zhōng', 'NA', 'NA', 'NA', 'NA', 'háng', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'NA', 'NA', 'NA', 'NA', 'háng', '<pad>', '<pad>', '<pad>', '<pad>']"
中国广播公司<pad><pad><pad><pad>,"['zhōng', 'NA', 'guǎng', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'NA', 'guǎng', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
中国工商银行<pad><pad><pad><pad>,"['zhōng', 'NA', 'NA', 'NA', 'NA', 'háng', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'NA', 'NA', 'NA', 'NA', 'háng', '<pad>', '<pad>', '<pad>', '<pad>']"
中国小说史略<pad><pad><pad><pad>,"['zhōng', 'NA', 'NA', 'shuō', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'NA', 'NA', 'shuō', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
中国农业银行<pad><pad><pad><pad>,"['zhōng', 'NA', 'NA', 'NA', 'NA', 'háng', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'NA', 'NA', 'NA', 'NA', 'háng', '<pad>', '<pad>', '<pad>', '<pad>']"
中国人民银行<pad><pad><pad><pad>,"['zhōng', 'NA', 'NA', 'NA', 'NA', 'háng', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'NA', 'NA', 'NA', 'NA', 'háng', '<pad>', '<pad>', '<pad>', '<pad>']"
中国人民大学<pad><pad><pad><pad>,"['zhōng', 'NA', 'NA', 'NA', 'dà', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'NA', 'NA', 'NA', 'dà', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
中国交通建设<pad><pad><pad><pad>,"['zhōng', 'NA', 'NA', 'tōng', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'NA', 'NA', 'tōng', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
中国中心主义<pad><pad><pad><pad>,"['zhōng', 'NA', 'zhōng', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'NA', 'zhōng', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
中国东方航空<pad><pad><pad><pad>,"['zhōng', 'NA', 'NA', 'NA', 'NA', 'kōng', '<pad>', '<pad>', '<pad>', '<pad>']","['zhōng', 'NA', 'NA', 'NA', 'NA', 'kōng', '<pad>', '<pad>', '<pad>', '<pad>']"
个人数字助理<pad><pad><pad><pad>,"['gè', 'NA', 'shù', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['gè', 'NA', 'shù', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
垦丁国家公园<pad><pad><pad><pad>,"['NA', 'dīng', 'NA', 'jiā', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'dīng', 'NA', 'jiā', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>']"
卡西米尔效应<pad><pad><pad><pad>,"['kǎ', 'NA', 'NA', 'NA', 'NA', 'yìng', '<pad>', '<pad>', '<pad>', '<pad>']","['kǎ', 'NA', 'NA', 'NA', 'NA', 'yìng', '<pad>', '<pad>', '<pad>', '<pad>']"
辐射直接效应<pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'NA', 'NA', 'yìng', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'NA', 'NA', 'yìng', '<pad>', '<pad>', '<pad>', '<pad>']"
误入歧途效应<pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'NA', 'NA', 'yìng', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'NA', 'NA', 'yìng', '<pad>', '<pad>', '<pad>', '<pad>']"
各拉丹冬峰<pad><pad><pad><pad><pad>,"['gè', 'lā', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['gè', 'lā', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
各拉丹冬山<pad><pad><pad><pad><pad>,"['gè', 'lā', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['gè', 'lā', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
缠夹二先生<pad><pad><pad><pad><pad>,"['NA', 'jiā', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'jiā', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
荷莉・贝瑞<pad><pad><pad><pad><pad>,"['hé', 'NA', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['hé', 'NA', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
表皮剥脱素<pad><pad><pad><pad><pad>,"['NA', 'NA', 'bō', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'bō', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
尿生殖管道<pad><pad><pad><pad><pad>,"['niào', 'NA', 'zhí', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['niào', 'NA', 'zhí', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
三个臭皮匠<pad><pad><pad><pad><pad>,"['NA', 'gè', 'chòu', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'gè', 'chòu', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
硅酸盐水泥<pad><pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'NA', 'ní', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'NA', 'ní', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
透印版印刷<pad><pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'NA', 'shuā', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'NA', 'shuā', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
水下核爆炸<pad><pad><pad><pad><pad>,"['NA', 'NA', 'hé', 'NA', 'zhà', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'hé', 'NA', 'zhà', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
摩尔多瓦人<pad><pad><pad><pad><pad>,"['mó', 'NA', 'NA', 'wǎ', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['mó', 'NA', 'NA', 'wǎ', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
贵人多忘事<pad><pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'wàng', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'wàng', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
利勒哈默尔<pad><pad><pad><pad><pad>,"['NA', 'lè', 'hā', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'lè', 'hā', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
泡泡口香糖<pad><pad><pad><pad><pad>,"['pào', 'pào', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['pào', 'pào', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
新疆温宿县<pad><pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'sù', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'sù', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
创伤后压力<pad><pad><pad><pad><pad>,"['chuāng', 'NA', 'NA', 'yā', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['chuāng', 'NA', 'NA', 'yā', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
高压氧疗法<pad><pad><pad><pad><pad>,"['NA', 'yā', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'yā', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
高压氧治疗<pad><pad><pad><pad><pad>,"['NA', 'yā', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'yā', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
赫塞哥维纳<pad><pad><pad><pad><pad>,"['NA', 'sè', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'sè', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
哈米吉多顿<pad><pad><pad><pad><pad>,"['hā', 'NA', 'NA', 'NA', 'dùn', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['hā', 'NA', 'NA', 'NA', 'dùn', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
哈拉尔五世<pad><pad><pad><pad><pad>,"['hā', 'lā', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['hā', 'lā', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
伊洛瓦底江<pad><pad><pad><pad><pad>,"['NA', 'NA', 'wǎ', 'dǐ', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'wǎ', 'dǐ', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
追根究底儿<pad><pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'dǐ', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'dǐ', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
足底筋膜炎<pad><pad><pad><pad><pad>,"['NA', 'dǐ', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'dǐ', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
诺曼底半岛<pad><pad><pad><pad><pad>,"['NA', 'NA', 'dǐ', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'dǐ', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
饭后一支烟<pad><pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'NA', 'yān', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'NA', 'yān', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
达芬奇密码<pad><pad><pad><pad><pad>,"['NA', 'NA', 'qí', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'qí', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
准葛尔盆地<pad><pad><pad><pad><pad>,"['NA', 'gě', 'NA', 'NA', 'dì', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'gě', 'NA', 'NA', 'dì', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
李斯特氏菌<pad><pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'shì', 'jūn', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'shì', 'jūn', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
志贺氏菌病<pad><pad><pad><pad><pad>,"['NA', 'NA', 'shì', 'jūn', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'shì', 'jūn', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
布鲁氏菌病<pad><pad><pad><pad><pad>,"['NA', 'NA', 'shì', 'jūn', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'shì', 'jūn', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
糜烂性毒剂<pad><pad><pad><pad><pad>,"['mí', 'NA', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['mí', 'NA', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
战术核武器<pad><pad><pad><pad><pad>,"['NA', 'shù', 'hé', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'shù', 'hé', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
微胶囊技术<pad><pad><pad><pad><pad>,"['NA', 'NA', 'náng', 'NA', 'shù', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'náng', 'NA', 'shù', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
首席技术官<pad><pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'shù', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'shù', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
马尾穿豆腐<pad><pad><pad><pad><pad>,"['NA', 'wěi', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'wěi', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
鸟苷酸二钠<pad><pad><pad><pad><pad>,"['niǎo', 'NA', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['niǎo', 'NA', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
氧乙炔<unk>炬<pad><pad><pad><pad><pad>,"['NA', 'NA', 'quē', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'quē', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
唐古拉山脉<pad><pad><pad><pad><pad>,"['NA', 'NA', 'lā', 'NA', 'mài', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'lā', 'NA', 'mài', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
沙姆沙伊赫<pad><pad><pad><pad><pad>,"['shā', 'NA', 'shā', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['shā', 'NA', 'shā', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
契沙比克湾<pad><pad><pad><pad><pad>,"['qì', 'shā', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['qì', 'shā', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
克沙奇病毒<pad><pad><pad><pad><pad>,"['NA', 'shā', 'qí', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'shā', 'qí', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
女子参政权<pad><pad><pad><pad><pad>,"['NA', 'NA', 'cān', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'cān', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
雪佛龙公司<pad><pad><pad><pad><pad>,"['NA', 'fó', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'fó', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
书写不能症<pad><pad><pad><pad><pad>,"['NA', 'xiě', 'NA', 'NA', 'zhèng', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'xiě', 'NA', 'NA', 'zhèng', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
超声波检查<pad><pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'NA', 'chá', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'NA', 'chá', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
零等待状态<pad><pad><pad><pad><pad>,"['NA', 'NA', 'dài', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'dài', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
隐栖动物学<pad><pad><pad><pad><pad>,"['NA', 'qī', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'qī', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
导弹核潜艇<pad><pad><pad><pad><pad>,"['NA', 'dàn', 'hé', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'dàn', 'hé', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
摩诃婆罗多<pad><pad><pad><pad><pad>,"['mó', 'NA', 'NA', 'luó', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['mó', 'NA', 'NA', 'luó', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
伏罗希洛夫<pad><pad><pad><pad><pad>,"['NA', 'luó', 'NA', 'NA', 'fū', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'luó', 'NA', 'NA', 'fū', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
雷・罗马诺<pad><pad><pad><pad><pad>,"['NA', 'NA', 'luó', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'luó', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
迷踪罗汉拳<pad><pad><pad><pad><pad>,"['NA', 'NA', 'luó', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'luó', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
黄石公三略<pad><pad><pad><pad><pad>,"['NA', 'shí', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'shí', 'NA', 'NA', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
麦积山石窟<pad><pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'shí', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'shí', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
钒钾铀矿石<pad><pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'NA', 'shí', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'NA', 'shí', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
<unk><unk>撼石柱<pad><pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'shí', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'shí', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
戴安娜王妃<pad><pad><pad><pad><pad>,"['NA', 'NA', 'nà', 'wáng', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'nà', 'wáng', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
尼泊尔王国<pad><pad><pad><pad><pad>,"['NA', 'bó', 'NA', 'wáng', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'bó', 'NA', 'wáng', 'NA', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
<unk>马亚王朝<pad><pad><pad><pad><pad>,"['NA', 'NA', 'NA', 'wáng', 'cháo', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'NA', 'NA', 'wáng', 'cháo', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
东南西北中<pad><pad><pad><pad><pad>,"['NA', 'nán', 'NA', 'NA', 'zhōng', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","['NA', 'nán', 'NA', 'NA', 'zhōng', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']"
